timestamp,xc_id,species,references,download_url,error
2026-01-10T16:06:37.279692+00:00,XC436930,anas platyrhynchos,https://data.biodiversitydata.nl/xeno-canto/observation/XC436930,https://xeno-canto.org/436930/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/436930/download
2026-01-10T16:14:08.102490+00:00,XC775431,anser anser,https://data.biodiversitydata.nl/xeno-canto/observation/XC775431,https://xeno-canto.org/775431/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/775431/download
2026-01-10T16:25:10.487238+00:00,XC942334,anser anser,https://data.biodiversitydata.nl/xeno-canto/observation/XC942334,https://xeno-canto.org/942334/download,"Size should be 1, 2, 3 or 4"
2026-01-10T16:37:28.253389+00:00,XC831722,anthus pratensis,https://data.biodiversitydata.nl/xeno-canto/observation/XC831722,https://xeno-canto.org/831722/download,Audio too short: 0.79s
2026-01-10T16:40:15.077677+00:00,XC716154,anthus pratensis,https://data.biodiversitydata.nl/xeno-canto/observation/XC716154,https://xeno-canto.org/716154/download,Audio too short: 0.78s
2026-01-10T16:44:11.726182+00:00,XC441237,anthus pratensis,https://data.biodiversitydata.nl/xeno-canto/observation/XC441237,https://xeno-canto.org/441237/download,Audio too short: 0.91s
2026-01-10T16:53:20.462813+00:00,XC584094,anthus trivialis,https://data.biodiversitydata.nl/xeno-canto/observation/XC584094,https://xeno-canto.org/584094/download,Audio too short: 0.91s
2026-01-10T16:54:47.078002+00:00,XC494153,anthus trivialis,https://data.biodiversitydata.nl/xeno-canto/observation/XC494153,https://xeno-canto.org/494153/download,Audio too short: 0.80s
2026-01-10T16:56:37.550081+00:00,XC471877,anthus trivialis,https://data.biodiversitydata.nl/xeno-canto/observation/XC471877,https://xeno-canto.org/471877/download,Audio too short: 0.53s
2026-01-10T16:57:44.959670+00:00,XC640813,anthus trivialis,https://data.biodiversitydata.nl/xeno-canto/observation/XC640813,https://xeno-canto.org/640813/download,Audio too short: 0.62s
2026-01-10T17:08:35.010316+00:00,XC718596,anthus trivialis,https://data.biodiversitydata.nl/xeno-canto/observation/XC718596,https://xeno-canto.org/718596/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T17:18:34.365017+00:00,XC943116,ardea cinerea,https://data.biodiversitydata.nl/xeno-canto/observation/XC943116,https://xeno-canto.org/943116/download,"Size should be 1, 2, 3 or 4"
2026-01-10T17:29:19.031007+00:00,XC374774,ardea cinerea,https://data.biodiversitydata.nl/xeno-canto/observation/XC374774,https://xeno-canto.org/374774/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T17:34:45.718187+00:00,XC589861,ardea cinerea,https://data.biodiversitydata.nl/xeno-canto/observation/XC589861,https://xeno-canto.org/589861/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T17:46:10.943342+00:00,XC726428,asio otus,https://data.biodiversitydata.nl/xeno-canto/observation/XC726428,https://xeno-canto.org/726428/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T18:38:49.563844+00:00,XC828885,botaurus stellaris,https://data.biodiversitydata.nl/xeno-canto/observation/XC828885,https://xeno-canto.org/828885/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T18:52:23.329982+00:00,XC988755,botaurus stellaris,https://data.biodiversitydata.nl/xeno-canto/observation/XC988755,https://xeno-canto.org/988755/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/988755/download
2026-01-10T19:00:13.196049+00:00,XC526858,calidris alpina,https://data.biodiversitydata.nl/xeno-canto/observation/XC526858,https://xeno-canto.org/526858/download,Audio too short: 0.65s
2026-01-10T19:00:38.484253+00:00,XC588182,calidris alpina,https://data.biodiversitydata.nl/xeno-canto/observation/XC588182,https://xeno-canto.org/588182/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T19:07:49.339812+00:00,XC677165,calidris alpina,https://data.biodiversitydata.nl/xeno-canto/observation/XC677165,https://xeno-canto.org/677165/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T19:36:32.833365+00:00,XC572570,caprimulgus europaeus,https://data.biodiversitydata.nl/xeno-canto/observation/XC572570,https://xeno-canto.org/572570/download,Audio too short: 0.81s
2026-01-10T19:39:20.770647+00:00,XC470775,caprimulgus europaeus,https://data.biodiversitydata.nl/xeno-canto/observation/XC470775,https://xeno-canto.org/470775/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T21:18:42.832246+00:00,XC938312,charadrius dubius,https://data.biodiversitydata.nl/xeno-canto/observation/XC938312,https://xeno-canto.org/938312/download,Audio too short: 0.69s
2026-01-10T21:18:59.624155+00:00,XC551820,charadrius dubius,https://data.biodiversitydata.nl/xeno-canto/observation/XC551820,https://xeno-canto.org/551820/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T21:22:18.131978+00:00,XC495965,charadrius dubius,https://data.biodiversitydata.nl/xeno-canto/observation/XC495965,https://xeno-canto.org/495965/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T21:28:44.821662+00:00,XC553958,charadrius dubius,https://data.biodiversitydata.nl/xeno-canto/observation/XC553958,https://xeno-canto.org/553958/download,Audio too short: 0.94s
2026-01-10T21:29:56.300723+00:00,XC550199,charadrius dubius,https://data.biodiversitydata.nl/xeno-canto/observation/XC550199,https://xeno-canto.org/550199/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T21:36:25.074524+00:00,XC540175,charadrius dubius,https://data.biodiversitydata.nl/xeno-canto/observation/XC540175,https://xeno-canto.org/540175/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T21:41:08.909416+00:00,XC588190,charadrius hiaticula,https://data.biodiversitydata.nl/xeno-canto/observation/XC588190,https://xeno-canto.org/588190/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T21:54:30.932404+00:00,XC667718,charadrius hiaticula,https://data.biodiversitydata.nl/xeno-canto/observation/XC667718,https://xeno-canto.org/667718/download,Audio too short: 1.00s
2026-01-10T21:59:41.550770+00:00,XC100965,chloris chloris,https://data.biodiversitydata.nl/xeno-canto/observation/XC100965,https://xeno-canto.org/100965/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-10T22:44:14.180375+00:00,XC942564,coccothraustes coccothraustes,https://data.biodiversitydata.nl/xeno-canto/observation/XC942564,https://xeno-canto.org/942564/download,"Size should be 1, 2, 3 or 4"
2026-01-10T22:45:16.627196+00:00,XC957065,coccothraustes coccothraustes,https://data.biodiversitydata.nl/xeno-canto/observation/XC957065,https://xeno-canto.org/957065/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/957065/download
2026-01-10T22:48:41.820939+00:00,XC942355,coccothraustes coccothraustes,https://data.biodiversitydata.nl/xeno-canto/observation/XC942355,https://xeno-canto.org/942355/download,"Size should be 1, 2, 3 or 4"
2026-01-10T23:18:10.855290+00:00,XC535835,corvus corone,https://data.biodiversitydata.nl/xeno-canto/observation/XC535835,https://xeno-canto.org/535835/download,Audio too short: 0.43s
2026-01-11T00:25:11.982427+00:00,XC920416,curruca communis communis,https://data.biodiversitydata.nl/xeno-canto/observation/XC920416,https://xeno-canto.org/920416/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/920416/download
2026-01-11T00:27:39.446073+00:00,XC900763,curruca communis communis,https://data.biodiversitydata.nl/xeno-canto/observation/XC900763,https://xeno-canto.org/900763/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/900763/download
2026-01-11T00:30:11.860662+00:00,XC816529,curruca communis communis,https://data.biodiversitydata.nl/xeno-canto/observation/XC816529,https://xeno-canto.org/816529/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/816529/download
2026-01-11T00:43:26.712745+00:00,XC952438,curruca communis communis,https://data.biodiversitydata.nl/xeno-canto/observation/XC952438,https://xeno-canto.org/952438/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/952438/download
2026-01-11T00:45:56.063872+00:00,XC927375,curruca communis communis,https://data.biodiversitydata.nl/xeno-canto/observation/XC927375,https://xeno-canto.org/927375/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/927375/download
2026-01-11T00:55:17.189432+00:00,XC933378,curruca communis communis,https://data.biodiversitydata.nl/xeno-canto/observation/XC933378,https://xeno-canto.org/933378/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/933378/download
2026-01-11T01:07:52.727391+00:00,XC672360,curruca curruca,https://data.biodiversitydata.nl/xeno-canto/observation/XC672360,https://xeno-canto.org/672360/download,Audio too short: 0.62s
2026-01-11T01:08:31.076392+00:00,XC575727,curruca curruca,https://data.biodiversitydata.nl/xeno-canto/observation/XC575727,https://xeno-canto.org/575727/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T01:30:47.248787+00:00,XC941715,cyanistes caeruleus,https://data.biodiversitydata.nl/xeno-canto/observation/XC941715,https://xeno-canto.org/941715/download,Audio too short: 0.91s
2026-01-11T01:31:03.592325+00:00,XC611918,cyanistes caeruleus,https://data.biodiversitydata.nl/xeno-canto/observation/XC611918,https://xeno-canto.org/611918/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/611918/download
2026-01-11T01:34:39.742286+00:00,XC301794,cyanistes caeruleus,https://data.biodiversitydata.nl/xeno-canto/observation/XC301794,https://xeno-canto.org/301794/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/301794/download
2026-01-11T01:40:17.281222+00:00,XC307581,dendrocopos major,https://data.biodiversitydata.nl/xeno-canto/observation/XC307581,https://xeno-canto.org/307581/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T01:46:39.840087+00:00,XC820044,dendrocopos major,https://data.biodiversitydata.nl/xeno-canto/observation/XC820044,https://xeno-canto.org/820044/download,Audio too short: 0.91s
2026-01-11T02:04:47.922556+00:00,XC998114,dryocopus martius,https://data.biodiversitydata.nl/xeno-canto/observation/XC998114,https://xeno-canto.org/998114/download,Audio too short: 0.61s
2026-01-11T03:12:30.776424+00:00,XC587631,emberiza citrinella,https://data.biodiversitydata.nl/xeno-canto/observation/XC587631,https://xeno-canto.org/587631/download,Audio too short: 0.89s
2026-01-11T03:15:38.883620+00:00,XC942339,emberiza citrinella,https://data.biodiversitydata.nl/xeno-canto/observation/XC942339,https://xeno-canto.org/942339/download,"Size should be 1, 2, 3 or 4"
2026-01-11T03:21:36.192714+00:00,XC537977,emberiza citrinella,https://data.biodiversitydata.nl/xeno-canto/observation/XC537977,https://xeno-canto.org/537977/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T03:38:27.004923+00:00,XC682539,emberiza hortulana,https://data.biodiversitydata.nl/xeno-canto/observation/XC682539,https://xeno-canto.org/682539/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T03:39:59.981615+00:00,XC903415,emberiza hortulana,https://data.biodiversitydata.nl/xeno-canto/observation/XC903415,https://xeno-canto.org/903415/download,Audio too short: 0.98s
2026-01-11T03:42:23.097285+00:00,XC933434,emberiza hortulana,https://data.biodiversitydata.nl/xeno-canto/observation/XC933434,https://xeno-canto.org/933434/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T03:46:10.123250+00:00,XC496321,emberiza hortulana,https://data.biodiversitydata.nl/xeno-canto/observation/XC496321,https://xeno-canto.org/496321/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T03:55:17.295022+00:00,XC647089,emberiza schoeniclus,https://data.biodiversitydata.nl/xeno-canto/observation/XC647089,https://xeno-canto.org/647089/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T03:56:29.859486+00:00,XC761634,emberiza schoeniclus,https://data.biodiversitydata.nl/xeno-canto/observation/XC761634,https://xeno-canto.org/761634/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T04:04:22.962445+00:00,XC357193,emberiza schoeniclus,https://data.biodiversitydata.nl/xeno-canto/observation/XC357193,https://xeno-canto.org/357193/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T04:15:29.487039+00:00,XC1036255,erithacus rubecula,https://data.biodiversitydata.nl/xeno-canto/observation/XC1036255,https://xeno-canto.org/1036255/download,Audio too short: 0.92s
2026-01-11T04:18:01.544665+00:00,XC617090,erithacus rubecula,https://data.biodiversitydata.nl/xeno-canto/observation/XC617090,https://xeno-canto.org/617090/download,Audio too short: 0.46s
2026-01-11T04:28:11.855034+00:00,XC833297,erithacus rubecula,https://data.biodiversitydata.nl/xeno-canto/observation/XC833297,https://xeno-canto.org/833297/download,Audio too short: 0.87s
2026-01-11T04:28:59.129456+00:00,XC727143,erithacus rubecula,https://data.biodiversitydata.nl/xeno-canto/observation/XC727143,https://xeno-canto.org/727143/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T04:55:31.902241+00:00,XC669821,ficedula hypoleuca,https://data.biodiversitydata.nl/xeno-canto/observation/XC669821,https://xeno-canto.org/669821/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T04:56:32.497877+00:00,XC704539,ficedula hypoleuca,https://data.biodiversitydata.nl/xeno-canto/observation/XC704539,https://xeno-canto.org/704539/download,Audio too short: 0.91s
2026-01-11T04:57:46.993604+00:00,XC560381,ficedula hypoleuca,https://data.biodiversitydata.nl/xeno-canto/observation/XC560381,https://xeno-canto.org/560381/download,Audio too short: 0.86s
2026-01-11T04:58:12.480578+00:00,XC494850,ficedula hypoleuca,https://data.biodiversitydata.nl/xeno-canto/observation/XC494850,https://xeno-canto.org/494850/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T04:59:57.498300+00:00,XC829433,ficedula hypoleuca,https://data.biodiversitydata.nl/xeno-canto/observation/XC829433,https://xeno-canto.org/829433/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/829433/download
2026-01-11T05:02:00.327145+00:00,XC557897,ficedula hypoleuca,https://data.biodiversitydata.nl/xeno-canto/observation/XC557897,https://xeno-canto.org/557897/download,Audio too short: 0.85s
2026-01-11T05:02:30.448147+00:00,XC433146,ficedula hypoleuca,https://data.biodiversitydata.nl/xeno-canto/observation/XC433146,https://xeno-canto.org/433146/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T05:03:21.691525+00:00,XC586835,ficedula hypoleuca,https://data.biodiversitydata.nl/xeno-canto/observation/XC586835,https://xeno-canto.org/586835/download,Audio too short: 0.64s
2026-01-11T05:29:53.977880+00:00,XC875456,fringilla coelebs coelebs,https://data.biodiversitydata.nl/xeno-canto/observation/XC875456,https://xeno-canto.org/875456/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/875456/download
2026-01-11T05:41:59.693955+00:00,XC824798,fringilla coelebs coelebs,https://data.biodiversitydata.nl/xeno-canto/observation/XC824798,https://xeno-canto.org/824798/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/824798/download
2026-01-11T05:55:27.626001+00:00,XC858312,fulica atra,https://data.biodiversitydata.nl/xeno-canto/observation/XC858312,https://xeno-canto.org/858312/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T06:10:56.881144+00:00,XC512033,gallinago gallinago,https://data.biodiversitydata.nl/xeno-canto/observation/XC512033,https://xeno-canto.org/512033/download,Audio too short: 0.70s
2026-01-11T06:12:20.166301+00:00,XC463295,gallinago gallinago,https://data.biodiversitydata.nl/xeno-canto/observation/XC463295,https://xeno-canto.org/463295/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T06:17:34.373513+00:00,XC513343,gallinago gallinago,https://data.biodiversitydata.nl/xeno-canto/observation/XC513343,https://xeno-canto.org/513343/download,Audio too short: 0.76s
2026-01-11T06:18:25.132400+00:00,XC861815,gallinago gallinago,https://data.biodiversitydata.nl/xeno-canto/observation/XC861815,https://xeno-canto.org/861815/download,Audio too short: 0.63s
2026-01-11T06:24:02.398872+00:00,XC554799,gallinula chloropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC554799,https://xeno-canto.org/554799/download,Audio too short: 0.93s
2026-01-11T06:24:31.566718+00:00,XC360707,gallinula chloropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC360707,https://xeno-canto.org/360707/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T06:27:04.343619+00:00,XC647465,gallinula chloropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC647465,https://xeno-canto.org/647465/download,Audio too short: 0.99s
2026-01-11T06:33:39.645118+00:00,XC844780,gallinula chloropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC844780,https://xeno-canto.org/844780/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/844780/download
2026-01-11T06:33:48.766638+00:00,XC882576,gallinula chloropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC882576,https://xeno-canto.org/882576/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T06:34:08.828907+00:00,XC545000,gallinula chloropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC545000,https://xeno-canto.org/545000/download,Audio too short: 0.87s
2026-01-11T06:34:47.263439+00:00,XC717079,gallinula chloropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC717079,https://xeno-canto.org/717079/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T06:36:19.448286+00:00,XC431448,gallinula chloropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC431448,https://xeno-canto.org/431448/download,Audio too short: 0.82s
2026-01-11T06:36:31.811754+00:00,XC496743,gallinula chloropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC496743,https://xeno-canto.org/496743/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T06:59:38.025058+00:00,XC604000,grus grus,https://data.biodiversitydata.nl/xeno-canto/observation/XC604000,https://xeno-canto.org/604000/download,Audio too short: 0.72s
2026-01-11T07:00:54.832332+00:00,XC943493,grus grus,https://data.biodiversitydata.nl/xeno-canto/observation/XC943493,https://xeno-canto.org/943493/download,Audio too short: 0.70s
2026-01-11T07:14:29.034136+00:00,XC526587,haematopus ostralegus,https://data.biodiversitydata.nl/xeno-canto/observation/XC526587,https://xeno-canto.org/526587/download,Audio too short: 0.78s
2026-01-11T07:22:50.597609+00:00,XC665644,haematopus ostralegus,https://data.biodiversitydata.nl/xeno-canto/observation/XC665644,https://xeno-canto.org/665644/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T07:27:36.075246+00:00,XC672234,hippolais icterina,https://data.biodiversitydata.nl/xeno-canto/observation/XC672234,https://xeno-canto.org/672234/download,Audio too short: 0.91s
2026-01-11T07:36:58.478850+00:00,XC934341,hippolais icterina,https://data.biodiversitydata.nl/xeno-canto/observation/XC934341,https://xeno-canto.org/934341/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/934341/download
2026-01-11T07:57:47.525182+00:00,XC741685,hirundo rustica,https://data.biodiversitydata.nl/xeno-canto/observation/XC741685,https://xeno-canto.org/741685/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T07:59:03.712979+00:00,XC668801,hirundo rustica,https://data.biodiversitydata.nl/xeno-canto/observation/XC668801,https://xeno-canto.org/668801/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T08:02:30.822052+00:00,XC471592,hirundo rustica,https://data.biodiversitydata.nl/xeno-canto/observation/XC471592,https://xeno-canto.org/471592/download,Audio too short: 0.78s
2026-01-11T08:11:51.744478+00:00,XC559882,ixobrychus minutus,https://data.biodiversitydata.nl/xeno-canto/observation/XC559882,https://xeno-canto.org/559882/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T08:15:18.266393+00:00,XC574583,ixobrychus minutus,https://data.biodiversitydata.nl/xeno-canto/observation/XC574583,https://xeno-canto.org/574583/download,Audio too short: 0.84s
2026-01-11T08:16:44.668270+00:00,XC1005588,ixobrychus minutus,https://data.biodiversitydata.nl/xeno-canto/observation/XC1005588,https://xeno-canto.org/1005588/download,Audio too short: 0.85s
2026-01-11T08:21:11.726508+00:00,XC740484,ixobrychus minutus,https://data.biodiversitydata.nl/xeno-canto/observation/XC740484,https://xeno-canto.org/740484/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T08:41:58.110438+00:00,XC942353,linaria cannabina,https://data.biodiversitydata.nl/xeno-canto/observation/XC942353,https://xeno-canto.org/942353/download,"Size should be 1, 2, 3 or 4"
2026-01-11T08:51:46.798833+00:00,XC759633,linaria cannabina,https://data.biodiversitydata.nl/xeno-canto/observation/XC759633,https://xeno-canto.org/759633/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T09:37:21.235068+00:00,XC685479,lullula arborea,https://data.biodiversitydata.nl/xeno-canto/observation/XC685479,https://xeno-canto.org/685479/download,Audio too short: 0.85s
2026-01-11T10:21:29.611449+00:00,XC548139,luscinia megarhynchos,https://data.biodiversitydata.nl/xeno-canto/observation/XC548139,https://xeno-canto.org/548139/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T10:33:14.589971+00:00,XC943184,motacilla alba,https://data.biodiversitydata.nl/xeno-canto/observation/XC943184,https://xeno-canto.org/943184/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T10:35:40.188049+00:00,XC636228,motacilla alba,https://data.biodiversitydata.nl/xeno-canto/observation/XC636228,https://xeno-canto.org/636228/download,Audio too short: 0.51s
2026-01-11T10:36:11.427279+00:00,XC938962,motacilla alba,https://data.biodiversitydata.nl/xeno-canto/observation/XC938962,https://xeno-canto.org/938962/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/938962/download
2026-01-11T10:43:09.318730+00:00,XC834509,motacilla alba,https://data.biodiversitydata.nl/xeno-canto/observation/XC834509,https://xeno-canto.org/834509/download,Audio too short: 0.62s
2026-01-11T10:43:20.335137+00:00,XC858567,motacilla alba,https://data.biodiversitydata.nl/xeno-canto/observation/XC858567,https://xeno-canto.org/858567/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T10:43:56.025531+00:00,XC973053,motacilla alba,https://data.biodiversitydata.nl/xeno-canto/observation/XC973053,https://xeno-canto.org/973053/download,Audio too short: 0.79s
2026-01-11T10:47:08.497577+00:00,XC863076,motacilla alba,https://data.biodiversitydata.nl/xeno-canto/observation/XC863076,https://xeno-canto.org/863076/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T10:49:59.720626+00:00,XC622913,motacilla alba,https://data.biodiversitydata.nl/xeno-canto/observation/XC622913,https://xeno-canto.org/622913/download,Audio too short: 0.98s
2026-01-11T10:53:47.387340+00:00,XC496920,motacilla flava,https://data.biodiversitydata.nl/xeno-canto/observation/XC496920,https://xeno-canto.org/496920/download,Audio too short: 0.81s
2026-01-11T10:58:06.156868+00:00,XC861635,motacilla flava,https://data.biodiversitydata.nl/xeno-canto/observation/XC861635,https://xeno-canto.org/861635/download,Audio too short: 0.71s
2026-01-11T10:58:14.373372+00:00,XC637030,motacilla flava,https://data.biodiversitydata.nl/xeno-canto/observation/XC637030,https://xeno-canto.org/637030/download,Audio too short: 0.65s
2026-01-11T11:01:43.020681+00:00,XC675134,motacilla flava,https://data.biodiversitydata.nl/xeno-canto/observation/XC675134,https://xeno-canto.org/675134/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T11:01:53.621820+00:00,XC578848,motacilla flava,https://data.biodiversitydata.nl/xeno-canto/observation/XC578848,https://xeno-canto.org/578848/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T11:05:00.639229+00:00,XC901272,motacilla flava,https://data.biodiversitydata.nl/xeno-canto/observation/XC901272,https://xeno-canto.org/901272/download,Audio too short: 0.99s
2026-01-11T11:08:38.052069+00:00,XC546680,motacilla flava,https://data.biodiversitydata.nl/xeno-canto/observation/XC546680,https://xeno-canto.org/546680/download,Audio too short: 0.81s
2026-01-11T11:09:01.199826+00:00,XC556723,motacilla flava,https://data.biodiversitydata.nl/xeno-canto/observation/XC556723,https://xeno-canto.org/556723/download,Audio too short: 0.94s
